state	account length	area code	phone number	international plan	voice mail plan	number vmail messages	total day minutes	total day calls	total day charge	total eve minutes	total eve calls	total eve charge	total night minutes	total night calls	total night charge	total intl minutes	total intl calls	total intl charge	number customer service calls	target
10	130.0	415.0	4497	0	0	0.0	211.4	91.0	35.94	191.0	62.0	16.24	207.3	109.0	9.33	11.6	3.0	3.13	1.0	0
16	121.0	408.0	3257	1	0	0.0	175.9	87.0	29.9	225.3	114.0	19.15	156.2	113.0	7.03	10.4	3.0	2.81	2.0	0
11	47.0	510.0	2554	1	0	0.0	135.0	108.0	22.95	176.3	111.0	14.99	144.6	96.0	6.51	10.5	1.0	2.84	1.0	1
49	94.0	415.0	1531	1	1	39.0	115.5	90.0	19.64	122.5	99.0	10.41	197.7	110.0	8.9	7.0	3.0	1.89	0.0	0
25	76.0	408.0	1447	0	0	0.0	193.0	82.0	32.81	200.8	109.0	17.07	135.9	79.0	6.12	14.4	3.0	3.89	0.0	0
25	69.0	510.0	4291	0	0	0.0	167.4	105.0	28.46	121.5	142.0	10.33	209.3	83.0	9.42	16.0	2.0	4.32	1.0	0
40	117.0	415.0	1140	0	1	35.0	190.7	100.0	32.42	209.7	107.0	17.82	202.5	101.0	9.11	12.4	5.0	3.35	1.0	0
16	70.0	415.0	191	0	0	0.0	325.5	128.0	55.34	300.3	105.0	25.53	199.8	93.0	8.99	5.7	7.0	1.54	1.0	1
13	130.0	415.0	1052	0	0	0.0	139.0	98.0	23.63	120.2	116.0	10.22	160.4	113.0	7.22	14.5	2.0	3.92	3.0	0
0	109.0	415.0	2352	0	1	40.0	155.9	110.0	26.5	161.2	99.0	13.7	229.2	81.0	10.31	11.5	13.0	3.11	0.0	0
25	115.0	415.0	3274	0	0	0.0	182.1	97.0	30.96	231.1	76.0	19.64	246.2	103.0	11.08	15.0	2.0	4.05	0.0	0
34	114.0	408.0	1660	0	0	0.0	139.8	152.0	23.77	215.9	76.0	18.35	96.9	111.0	4.36	7.9	10.0	2.13	2.0	0
35	135.0	510.0	4158	0	0	0.0	112.7	123.0	19.16	280.0	90.0	23.8	251.9	110.0	11.34	10.4	2.0	2.81	0.0	0
8	79.0	415.0	4413	0	1	31.0	173.2	98.0	29.44	149.5	123.0	12.71	245.7	91.0	11.06	11.5	7.0	3.11	1.0	0
39	123.0	408.0	190	0	0	0.0	225.6	102.0	38.35	225.8	56.0	19.19	186.7	128.0	8.4	6.7	2.0	1.81	1.0	0
29	112.0	415.0	294	1	0	0.0	195.7	123.0	33.27	141.9	124.0	12.06	136.4	72.0	6.14	7.9	6.0	2.13	1.0	0
11	57.0	415.0	199	0	0	0.0	214.0	100.0	36.38	209.9	80.0	17.84	105.1	112.0	4.73	11.3	1.0	3.05	0.0	0
32	143.0	415.0	2452	0	0	0.0	271.7	67.0	46.19	189.1	155.0	16.07	101.1	55.0	4.55	17.2	5.0	4.64	1.0	0
44	107.0	510.0	4555	0	0	0.0	257.7	98.0	43.81	156.5	84.0	13.3	104.4	123.0	4.7	9.8	3.0	2.65	1.0	0
20	103.0	415.0	2991	1	0	0.0	133.2	90.0	22.64	236.8	70.0	20.13	214.1	120.0	9.63	12.5	2.0	3.38	1.0	1
12	157.0	415.0	1444	0	0	0.0	248.7	113.0	42.28	251.8	79.0	21.4	262.7	46.0	11.82	7.5	3.0	2.03	5.0	1
17	120.0	408.0	3282	0	0	0.0	180.8	93.0	30.74	190.1	82.0	16.16	192.3	66.0	8.65	10.5	7.0	2.84	2.0	0
46	81.0	415.0	4393	1	1	32.0	229.0	80.0	38.93	221.0	113.0	18.79	291.4	91.0	13.11	12.4	5.0	3.35	1.0	0
32	136.0	408.0	3476	0	0	0.0	276.3	94.0	46.97	226.0	125.0	19.21	221.4	87.0	9.96	7.2	1.0	1.94	1.0	1
46	83.0	510.0	3540	0	1	37.0	133.1	117.0	22.63	171.4	89.0	14.57	218.1	92.0	9.81	10.9	4.0	2.94	3.0	0
38	137.0	415.0	2606	0	0	0.0	248.3	63.0	42.21	250.4	108.0	21.28	159.1	94.0	7.16	9.6	4.0	2.59	1.0	0
46	93.0	415.0	567	0	1	37.0	230.4	95.0	39.17	155.5	89.0	13.22	179.0	90.0	8.06	10.4	9.0	2.81	3.0	0
37	103.0	408.0	4489	0	0	0.0	185.8	118.0	31.59	86.8	84.0	7.38	208.4	115.0	9.38	10.7	9.0	2.89	1.0	0
4	96.0	415.0	1958	0	0	0.0	183.9	88.0	31.26	109.2	86.0	9.28	190.2	78.0	8.56	16.6	7.0	4.48	2.0	0
34	77.0	415.0	2938	1	0	0.0	132.9	86.0	22.59	168.1	121.0	14.29	196.3	102.0	8.83	7.8	3.0	2.11	0.0	0
24	128.0	510.0	2030	0	0	0.0	221.0	109.0	37.57	219.0	107.0	18.62	229.4	113.0	10.32	8.6	5.0	2.32	3.0	0
32	116.0	510.0	4895	0	0	0.0	179.0	81.0	30.43	200.0	116.0	17.0	168.6	74.0	7.59	15.8	7.0	4.27	1.0	0
23	96.0	408.0	2808	1	0	0.0	188.8	119.0	32.1	216.9	100.0	18.44	208.5	116.0	9.38	5.8	3.0	1.57	3.0	0
6	60.0	415.0	4024	1	1	45.0	135.6	101.0	23.05	94.9	73.0	8.07	154.0	118.0	6.93	9.8	3.0	2.65	4.0	1
12	105.0	408.0	4699	1	1	31.0	172.5	103.0	29.33	113.6	102.0	9.66	261.6	104.0	11.77	10.8	4.0	2.92	2.0	0
1	123.0	415.0	4183	0	0	0.0	132.6	100.0	22.54	198.8	102.0	16.9	168.9	105.0	7.6	0.0	0.0	0.0	1.0	0
10	84.0	408.0	2093	0	0	0.0	127.7	81.0	21.71	188.4	84.0	16.01	260.0	125.0	11.7	4.7	6.0	1.27	1.0	0
31	107.0	510.0	171	0	0	0.0	156.3	75.0	26.57	215.3	93.0	18.3	118.2	115.0	5.32	8.8	2.0	2.38	1.0	0
4	86.0	415.0	1658	0	0	0.0	234.6	102.0	39.88	268.3	109.0	22.81	195.6	102.0	8.8	11.6	4.0	3.13	1.0	1
46	115.0	415.0	2659	0	0	0.0	202.1	95.0	34.36	231.6	89.0	19.69	214.6	165.0	9.66	13.1	7.0	3.54	1.0	0
42	128.0	510.0	197	0	1	40.0	272.2	112.0	46.27	239.9	111.0	20.39	257.3	124.0	11.58	11.6	2.0	3.13	1.0	0
41	97.0	415.0	2713	0	0	0.0	245.2	109.0	41.68	165.5	152.0	14.07	159.2	96.0	7.16	9.1	8.0	2.46	1.0	0
5	90.0	415.0	2618	0	0	0.0	207.6	82.0	35.29	193.3	105.0	16.43	149.7	68.0	6.74	11.2	6.0	3.02	1.0	0
17	22.0	415.0	1153	0	0	0.0	222.9	97.0	37.89	172.6	91.0	14.67	187.6	99.0	8.44	10.1	3.0	2.73	1.0	0
12	121.0	415.0	3730	0	0	0.0	273.8	96.0	46.55	263.1	106.0	22.36	201.5	83.0	9.07	10.8	3.0	2.92	1.0	1
6	169.0	510.0	2613	0	0	0.0	192.8	98.0	32.78	273.2	125.0	23.22	266.3	102.0	11.98	11.4	6.0	3.08	2.0	0
19	83.0	510.0	1473	0	0	0.0	268.7	81.0	45.68	145.5	100.0	12.37	185.6	86.0	8.35	9.4	6.0	2.54	0.0	0
33	87.0	408.0	4231	0	1	48.0	178.8	91.0	30.4	246.8	106.0	20.98	262.4	119.0	11.81	9.0	8.0	2.43	1.0	0
45	126.0	415.0	4117	0	1	24.0	197.3	82.0	33.54	167.6	51.0	14.25	222.0	89.0	9.99	7.4	3.0	2.0	1.0	0
34	61.0	415.0	3582	0	1	36.0	233.9	97.0	39.76	175.6	133.0	14.93	177.0	83.0	7.97	9.5	4.0	2.57	1.0	0
24	90.0	408.0	3707	1	0	0.0	207.1	87.0	35.21	208.5	87.0	17.72	146.0	95.0	6.57	4.4	5.0	1.19	2.0	0
9	131.0	408.0	3157	0	0	0.0	136.8	84.0	23.26	179.4	81.0	15.25	235.2	151.0	10.58	5.0	3.0	1.35	2.0	0
40	89.0	415.0	3971	0	0	0.0	159.4	126.0	27.1	207.0	108.0	17.6	141.6	121.0	6.37	11.1	4.0	3.0	1.0	0
14	71.0	415.0	4309	0	0	0.0	112.1	122.0	19.06	157.9	86.0	13.42	271.6	104.0	12.22	11.1	5.0	3.0	0.0	0
29	166.0	415.0	1669	0	0	0.0	238.6	117.0	40.56	242.8	73.0	20.64	203.3	130.0	9.15	10.0	8.0	2.7	4.0	0
0	146.0	510.0	4062	1	0	0.0	163.5	85.0	27.8	224.8	149.0	19.11	253.1	116.0	11.39	9.8	4.0	2.65	1.0	0
42	90.0	408.0	3753	1	0	0.0	127.2	94.0	21.62	221.1	108.0	18.79	110.7	106.0	4.98	11.2	3.0	3.02	2.0	0
32	59.0	408.0	3859	0	0	0.0	145.8	95.0	24.79	228.3	81.0	19.41	247.5	87.0	11.14	9.6	5.0	2.59	0.0	0
33	25.0	415.0	2367	0	0	0.0	250.1	108.0	42.52	221.9	97.0	18.86	208.5	84.0	9.38	11.1	3.0	3.0	2.0	0
44	124.0	510.0	514	0	0	0.0	234.2	110.0	39.81	199.0	121.0	16.92	246.4	135.0	11.09	7.1	4.0	1.92	0.0	0
49	105.0	510.0	520	0	0	0.0	101.5	83.0	17.26	193.8	83.0	16.47	214.3	113.0	9.64	11.7	4.0	3.16	3.0	0
14	143.0	415.0	2817	0	1	26.0	119.6	133.0	20.33	247.0	136.0	21.0	227.3	54.0	10.23	13.0	3.0	3.51	1.0	0
23	162.0	408.0	3841	0	0	0.0	221.9	66.0	37.72	112.7	109.0	9.58	176.5	141.0	7.94	10.7	6.0	2.89	1.0	0
11	56.0	415.0	4570	0	0	0.0	158.2	85.0	26.89	197.9	91.0	16.82	159.9	133.0	7.2	7.7	7.0	2.08	1.0	0
7	105.0	510.0	4020	0	0	0.0	193.2	139.0	32.84	260.3	104.0	22.13	226.4	133.0	10.19	7.8	2.0	2.11	1.0	0
13	73.0	510.0	4416	0	1	33.0	217.7	108.0	37.01	245.7	106.0	20.88	242.9	100.0	10.93	8.8	6.0	2.38	1.0	0
27	54.0	408.0	2423	0	0	0.0	199.8	94.0	33.97	308.0	112.0	26.18	162.6	99.0	7.32	10.1	4.0	2.73	0.0	0
1	98.0	510.0	4371	0	0	0.0	171.9	77.0	29.22	235.3	90.0	20.0	140.3	125.0	6.31	14.6	4.0	3.94	2.0	0
37	100.0	415.0	3180	0	1	31.0	67.7	67.0	11.51	147.1	116.0	12.5	288.3	103.0	12.97	12.3	2.0	3.32	6.0	1
14	107.0	408.0	1415	0	0	0.0	228.2	90.0	38.79	214.2	123.0	18.21	183.1	79.0	8.24	10.5	4.0	2.84	4.0	0
49	167.0	510.0	4521	0	0	0.0	191.5	93.0	32.56	163.8	76.0	13.92	189.1	103.0	8.51	14.1	9.0	3.81	1.0	0
23	49.0	415.0	674	0	0	0.0	171.5	86.0	29.16	188.8	85.0	16.05	155.1	82.0	6.98	8.5	2.0	2.3	2.0	0
18	34.0	408.0	1246	0	0	0.0	151.1	92.0	25.69	211.7	86.0	17.99	205.8	72.0	9.26	9.8	4.0	2.65	0.0	0
46	109.0	415.0	3119	0	0	0.0	134.3	99.0	22.83	203.9	103.0	17.33	297.7	91.0	13.4	7.6	2.0	2.05	3.0	0
14	109.0	510.0	1042	0	0	0.0	117.8	64.0	20.03	216.2	84.0	18.38	148.4	59.0	6.68	10.9	5.0	2.94	1.0	0
16	39.0	408.0	1337	0	0	0.0	181.2	71.0	30.8	344.9	108.0	29.32	213.6	145.0	9.61	12.1	2.0	3.27	3.0	0
44	90.0	415.0	2373	0	0	0.0	152.3	91.0	25.89	165.0	120.0	14.03	294.3	73.0	13.24	9.0	3.0	2.43	2.0	0
17	114.0	408.0	1862	0	0	0.0	204.4	91.0	34.75	239.6	136.0	20.37	235.0	64.0	10.58	11.5	3.0	3.11	2.0	0
26	113.0	415.0	2188	0	0	0.0	283.9	98.0	48.26	137.1	91.0	11.65	159.0	110.0	7.15	11.3	5.0	3.05	2.0	0
19	19.0	415.0	1987	0	1	29.0	142.7	94.0	24.26	129.9	60.0	11.04	165.3	65.0	7.44	10.0	4.0	2.7	0.0	0
31	94.0	415.0	4838	0	0	0.0	145.4	92.0	24.72	172.8	103.0	14.69	183.9	43.0	8.28	9.3	3.0	2.51	2.0	0
50	69.0	415.0	787	0	0	0.0	211.7	94.0	35.99	236.1	124.0	20.07	252.7	90.0	11.37	7.2	2.0	1.94	4.0	0
46	90.0	415.0	3732	0	0	0.0	192.6	129.0	32.74	191.6	100.0	16.29	203.1	105.0	9.14	11.4	2.0	3.08	3.0	0
1	48.0	408.0	2605	0	0	0.0	52.0	60.0	8.84	132.0	79.0	11.22	185.8	85.0	8.36	12.3	2.0	3.32	2.0	0
8	122.0	415.0	1401	0	1	30.0	237.7	94.0	40.41	154.7	91.0	13.15	223.1	98.0	10.04	9.5	3.0	2.57	1.0	0
49	123.0	408.0	3129	0	1	31.0	203.6	108.0	34.61	156.9	112.0	13.34	236.2	114.0	10.63	12.0	5.0	3.24	1.0	0
12	81.0	510.0	2080	0	0	0.0	192.4	79.0	32.71	212.7	106.0	18.08	244.8	83.0	11.02	8.3	5.0	2.24	1.0	0
38	43.0	408.0	4546	0	0	0.0	212.5	88.0	36.13	274.1	145.0	23.3	194.6	52.0	8.76	8.6	6.0	2.32	0.0	0
42	25.0	415.0	521	0	0	0.0	114.4	114.0	19.45	201.1	97.0	17.09	238.4	121.0	10.73	11.6	4.0	3.13	3.0	0
30	170.0	415.0	3343	0	0	0.0	222.8	82.0	37.88	148.2	105.0	12.6	231.1	75.0	10.4	13.3	5.0	3.59	1.0	0
17	129.0	415.0	410	0	0	0.0	207.7	75.0	35.31	191.3	116.0	16.26	226.7	98.0	10.2	11.6	6.0	3.13	2.0	0
21	82.0	415.0	1928	0	1	23.0	249.4	117.0	42.4	195.8	100.0	16.64	162.2	94.0	7.3	12.3	2.0	3.32	1.0	0
23	132.0	510.0	2496	0	1	33.0	157.9	84.0	26.84	163.9	109.0	13.93	215.4	87.0	9.69	11.5	3.0	3.11	3.0	0
32	42.0	415.0	3210	0	0	0.0	137.9	160.0	23.44	234.9	107.0	19.97	166.6	70.0	7.5	14.3	3.0	3.86	5.0	1
30	8.0	415.0	4955	0	0	0.0	176.0	97.0	29.92	234.2	136.0	19.91	193.5	134.0	8.71	8.5	5.0	2.3	1.0	0
43	145.0	510.0	3849	0	0	0.0	158.8	120.0	27.0	352.1	145.0	29.93	177.6	140.0	7.99	6.2	6.0	1.67	2.0	0
1	131.0	415.0	1643	0	0	0.0	234.0	117.0	39.78	209.4	143.0	17.8	258.8	105.0	11.65	9.8	3.0	2.65	1.0	0
47	105.0	415.0	4722	0	0	0.0	132.3	105.0	22.49	144.5	89.0	12.28	195.5	127.0	8.8	5.4	3.0	1.46	0.0	0
23	90.0	408.0	2910	0	1	32.0	276.6	76.0	47.02	138.3	90.0	11.76	279.6	88.0	12.58	6.8	3.0	1.84	3.0	0
31	124.0	415.0	579	0	0	0.0	108.2	92.0	18.39	214.3	83.0	18.22	185.5	155.0	8.35	13.2	11.0	3.56	4.0	1
30	82.0	408.0	307	0	0	0.0	156.0	94.0	26.52	295.6	118.0	25.13	196.9	84.0	8.86	14.3	3.0	3.86	0.0	0
46	76.0	408.0	2296	0	0	0.0	208.5	124.0	35.45	173.0	117.0	14.71	221.1	95.0	9.95	9.8	3.0	2.65	0.0	0
30	98.0	415.0	2827	0	0	0.0	243.4	88.0	41.38	147.1	155.0	12.5	156.4	80.0	7.04	9.7	4.0	2.62	2.0	0
20	80.0	510.0	3113	1	0	0.0	275.4	89.0	46.82	186.7	66.0	15.87	201.3	87.0	9.06	9.4	2.0	2.54	0.0	1
18	57.0	415.0	2915	0	0	0.0	198.1	89.0	33.68	214.2	105.0	18.21	109.5	106.0	4.93	7.0	3.0	1.89	1.0	0
40	137.0	510.0	2136	0	0	0.0	109.8	112.0	18.67	223.5	88.0	19.0	247.5	96.0	11.14	17.8	2.0	4.81	1.0	0
2	87.0	510.0	1215	0	0	0.0	120.5	99.0	20.49	210.0	81.0	17.85	224.7	141.0	10.11	8.6	2.0	2.32	2.0	0
49	131.0	510.0	1213	0	0	0.0	256.6	96.0	43.62	225.2	113.0	19.14	190.2	91.0	8.56	11.1	3.0	3.0	1.0	1
16	158.0	415.0	1019	1	0	0.0	200.0	98.0	34.0	205.4	106.0	17.46	323.7	96.0	14.57	8.9	2.0	2.4	0.0	1
2	116.0	408.0	936	0	0	0.0	85.8	88.0	14.59	115.8	112.0	9.84	195.9	91.0	8.82	11.0	2.0	2.97	1.0	0
30	136.0	510.0	2430	0	1	19.0	174.0	96.0	29.58	217.2	126.0	18.46	220.3	97.0	9.91	11.4	3.0	3.08	1.0	0
43	149.0	510.0	1232	0	0	0.0	221.4	95.0	37.64	198.7	63.0	16.89	106.2	70.0	4.78	10.0	3.0	2.7	1.0	0
43	108.0	415.0	4670	0	0	0.0	133.1	52.0	22.63	256.3	103.0	21.79	247.2	118.0	11.12	11.9	3.0	3.21	3.0	0
38	25.0	415.0	2645	0	0	0.0	195.2	77.0	33.18	193.4	81.0	16.44	231.8	59.0	10.43	12.2	4.0	3.29	2.0	0
21	104.0	415.0	4068	0	0	0.0	246.4	108.0	41.89	205.5	102.0	17.47	208.1	125.0	9.36	14.1	8.0	3.81	2.0	0
50	25.0	408.0	3259	0	0	0.0	199.2	80.0	33.86	123.2	84.0	10.47	82.3	77.0	3.7	9.6	4.0	2.59	2.0	0
17	140.0	408.0	25	0	1	24.0	235.4	92.0	40.02	160.9	71.0	13.68	211.9	99.0	9.54	8.9	2.0	2.4	3.0	0
50	46.0	510.0	214	1	1	27.0	170.9	73.0	29.05	184.7	77.0	15.7	130.8	94.0	5.89	6.1	7.0	1.65	2.0	0
39	106.0	415.0	2306	0	0	0.0	155.9	90.0	26.5	198.0	101.0	16.83	189.1	95.0	8.51	8.0	2.0	2.16	2.0	0
18	81.0	415.0	2540	0	1	43.0	102.4	102.0	17.41	225.3	104.0	19.15	182.3	97.0	8.2	7.1	5.0	1.92	2.0	0
11	33.0	415.0	4992	0	0	0.0	200.5	117.0	34.09	159.9	111.0	13.59	196.2	84.0	8.83	16.3	6.0	4.4	3.0	0
17	77.0	415.0	150	0	1	32.0	192.2	101.0	32.67	165.4	84.0	14.06	230.2	129.0	10.36	8.0	6.0	2.16	1.0	0
8	87.0	415.0	3615	0	1	28.0	202.7	124.0	34.46	248.9	98.0	21.16	184.7	50.0	8.31	14.7	6.0	3.97	1.0	0
41	72.0	415.0	274	0	1	38.0	84.3	116.0	14.33	267.2	127.0	22.71	167.7	75.0	7.55	8.3	6.0	2.24	4.0	1
25	45.0	415.0	4871	0	1	18.0	168.0	127.0	28.56	155.5	76.0	13.22	152.7	127.0	6.87	11.8	5.0	3.19	0.0	0
48	41.0	408.0	4686	1	1	31.0	278.1	86.0	47.28	268.1	103.0	22.79	241.5	77.0	10.87	11.3	4.0	3.05	0.0	0
46	122.0	408.0	1078	0	0	0.0	128.3	89.0	21.81	237.7	62.0	20.2	166.6	128.0	7.5	11.2	5.0	3.02	1.0	0
19	92.0	408.0	458	0	1	21.0	227.8	107.0	38.73	156.4	70.0	13.29	259.7	72.0	11.69	12.4	3.0	3.35	0.0	0
37	65.0	408.0	3459	1	0	0.0	54.8	74.0	9.32	239.8	93.0	20.38	214.4	91.0	9.65	13.4	5.0	3.62	1.0	1
19	57.0	415.0	4198	0	1	24.0	140.2	102.0	23.83	170.1	107.0	14.46	143.7	102.0	6.47	14.0	1.0	3.78	1.0	0
26	127.0	408.0	792	0	0	0.0	271.2	110.0	46.1	213.5	80.0	18.15	201.8	102.0	9.08	13.2	4.0	3.56	0.0	1
0	121.0	415.0	2641	0	0	0.0	180.0	116.0	30.6	196.4	112.0	16.69	280.3	95.0	12.61	10.1	5.0	2.73	2.0	0
25	117.0	415.0	4601	0	0	0.0	189.8	122.0	32.27	235.6	94.0	20.03	270.8	120.0	12.19	12.7	2.0	3.43	1.0	0
37	37.0	408.0	2195	0	0	0.0	257.3	117.0	43.74	134.5	92.0	11.43	306.2	102.0	13.78	8.2	5.0	2.21	3.0	0
45	162.0	510.0	1099	0	0	0.0	103.3	93.0	17.56	210.6	87.0	17.9	187.2	118.0	8.42	11.4	6.0	3.08	1.0	0
3	193.0	415.0	4295	0	0	0.0	208.1	115.0	35.38	178.0	104.0	15.13	195.9	95.0	8.82	12.4	9.0	3.35	3.0	0
44	80.0	415.0	1804	0	0	0.0	195.1	65.0	33.17	214.0	80.0	18.19	124.4	96.0	5.6	9.2	6.0	2.48	2.0	0
49	176.0	415.0	4713	0	0	0.0	162.6	97.0	27.64	227.8	107.0	19.36	218.8	92.0	9.85	11.3	4.0	3.05	1.0	0
23	76.0	415.0	2590	0	0	0.0	168.4	74.0	28.63	161.0	83.0	13.69	147.4	117.0	6.63	8.0	4.0	2.16	1.0	0
3	89.0	510.0	978	0	1	24.0	197.8	84.0	33.63	223.2	117.0	18.97	201.7	132.0	9.08	5.7	4.0	1.54	1.0	0
39	128.0	510.0	2434	0	0	0.0	212.4	118.0	36.11	148.6	108.0	12.63	214.8	98.0	9.67	9.8	5.0	2.65	1.0	0
32	138.0	408.0	4864	0	0	0.0	63.7	114.0	10.83	212.2	132.0	18.04	247.6	114.0	11.14	8.8	4.0	2.38	0.0	0
11	90.0	408.0	770	0	0	0.0	193.8	90.0	32.95	206.6	98.0	17.56	153.3	120.0	6.9	10.1	9.0	2.73	3.0	0
34	57.0	510.0	960	0	1	25.0	144.0	81.0	24.48	187.2	112.0	15.91	158.6	122.0	7.14	8.5	6.0	2.3	3.0	0
32	177.0	408.0	859	0	1	29.0	189.0	91.0	32.13	303.1	96.0	25.76	163.6	116.0	7.36	15.7	1.0	4.24	3.0	0
46	67.0	408.0	577	0	1	33.0	127.5	126.0	21.68	296.1	129.0	25.17	200.9	91.0	9.04	13.0	3.0	3.51	1.0	0
22	98.0	415.0	1504	0	1	23.0	168.9	98.0	28.71	226.3	117.0	19.24	165.5	96.0	7.45	14.3	3.0	3.86	0.0	0
15	140.0	415.0	4333	0	0	0.0	204.7	100.0	34.8	126.8	107.0	10.78	202.8	115.0	9.13	12.1	4.0	3.27	2.0	0
35	43.0	510.0	679	0	0	0.0	203.5	125.0	34.6	116.4	92.0	9.89	184.4	118.0	8.3	13.6	5.0	3.67	1.0	0
17	133.0	415.0	4863	0	0	0.0	226.8	87.0	38.56	127.9	93.0	10.87	160.1	89.0	7.2	9.2	3.0	2.48	0.0	0
27	166.0	415.0	4836	0	1	26.0	152.1	114.0	25.86	89.3	67.0	7.59	194.6	111.0	8.76	7.5	6.0	2.03	0.0	0
17	86.0	408.0	2640	0	0	0.0	139.1	95.0	23.65	146.2	82.0	12.43	186.8	120.0	8.41	11.8	5.0	3.19	2.0	0
50	117.0	408.0	2699	0	0	0.0	150.5	121.0	25.59	345.1	132.0	29.33	183.9	97.0	8.28	8.3	2.0	2.24	0.0	0
45	86.0	415.0	4997	0	0	0.0	231.9	73.0	39.42	165.9	123.0	14.1	225.7	86.0	10.16	11.5	3.0	3.11	3.0	0
1	74.0	415.0	1922	0	0	0.0	207.1	79.0	35.21	182.0	100.0	15.47	233.7	73.0	10.52	7.4	8.0	2.0	1.0	0
23	178.0	510.0	2372	0	0	0.0	225.4	104.0	38.32	110.7	90.0	9.41	134.1	109.0	6.03	15.3	5.0	4.13	2.0	1
9	95.0	408.0	3384	0	1	45.0	116.4	115.0	19.79	283.7	123.0	24.11	285.2	103.0	12.83	12.8	4.0	3.46	1.0	0
4	85.0	415.0	1344	0	0	0.0	195.7	104.0	33.27	182.9	121.0	15.55	324.7	110.0	14.61	8.6	9.0	2.32	0.0	0
17	81.0	510.0	649	0	0	0.0	79.4	99.0	13.5	144.7	90.0	12.3	204.7	114.0	9.21	9.1	5.0	2.46	0.0	0
2	41.0	415.0	3185	0	0	0.0	102.9	114.0	17.49	107.9	119.0	9.17	277.6	99.0	12.49	11.0	4.0	2.97	6.0	1
46	217.0	510.0	4088	0	0	0.0	99.7	74.0	16.95	183.1	97.0	15.56	220.3	73.0	9.91	14.4	4.0	3.89	0.0	0
20	79.0	415.0	3630	0	0	0.0	213.4	107.0	36.28	176.2	82.0	14.98	180.1	125.0	8.1	7.9	4.0	2.13	0.0	0
6	15.0	415.0	3641	0	0	0.0	185.1	103.0	31.47	193.8	148.0	16.47	305.2	79.0	13.73	13.2	6.0	3.56	5.0	0
22	96.0	415.0	3473	0	0	0.0	166.5	101.0	28.31	78.3	108.0	6.66	221.9	112.0	9.99	11.5	10.0	3.11	3.0	0
38	140.0	415.0	4219	0	0	0.0	220.1	100.0	37.42	182.2	112.0	15.49	250.3	98.0	11.26	11.6	8.0	3.13	1.0	0
5	102.0	415.0	505	1	0	0.0	78.4	117.0	13.33	214.7	113.0	18.25	119.5	75.0	5.38	7.2	5.0	1.94	0.0	0
4	67.0	510.0	2076	0	0	0.0	102.8	93.0	17.48	137.8	91.0	11.71	158.9	110.0	7.15	8.9	5.0	2.4	1.0	0
31	136.0	415.0	2551	1	1	22.0	160.3	115.0	27.25	273.2	88.0	23.22	203.2	89.0	9.14	11.7	2.0	3.16	0.0	1
17	105.0	415.0	2814	0	0	0.0	181.3	134.0	30.82	136.0	84.0	11.56	271.2	122.0	12.2	10.3	3.0	2.78	1.0	0
24	38.0	510.0	2314	0	0	0.0	281.1	113.0	47.79	236.1	82.0	20.07	230.1	60.0	10.35	10.9	3.0	2.94	1.0	1
4	91.0	510.0	168	0	0	0.0	172.5	56.0	29.33	276.5	70.0	23.5	180.9	90.0	8.14	6.9	2.0	1.86	3.0	0
6	110.0	415.0	3735	0	0	0.0	251.3	91.0	42.72	207.2	95.0	17.61	249.0	70.0	11.21	12.9	2.0	3.48	1.0	1
14	74.0	408.0	2051	0	0	0.0	141.9	103.0	24.12	201.0	110.0	17.09	211.2	117.0	9.5	10.9	11.0	2.94	1.0	0
39	79.0	415.0	3550	0	1	30.0	148.0	96.0	25.16	149.6	128.0	12.72	220.3	99.0	9.91	9.7	5.0	2.62	3.0	0
42	114.0	415.0	3422	1	0	0.0	200.7	72.0	34.12	271.2	79.0	23.05	188.2	97.0	8.47	13.4	7.0	3.62	2.0	1
49	44.0	510.0	4436	0	0	0.0	238.3	83.0	40.51	193.7	112.0	16.46	167.7	79.0	7.55	9.4	6.0	2.54	5.0	0
25	107.0	415.0	385	0	0	0.0	220.1	103.0	37.42	200.4	94.0	17.03	272.6	147.0	12.27	7.4	5.0	2.0	2.0	0
48	104.0	510.0	3032	0	1	15.0	124.7	99.0	21.2	188.3	108.0	16.01	208.6	95.0	9.39	8.0	3.0	2.16	0.0	0
40	98.0	415.0	4549	0	0	0.0	147.0	101.0	24.99	202.5	89.0	17.21	250.8	97.0	11.29	9.2	3.0	2.48	1.0	0
39	60.0	408.0	2649	0	0	0.0	194.2	107.0	33.01	174.0	107.0	14.79	89.3	83.0	4.02	11.2	2.0	3.02	2.0	0
2	138.0	408.0	534	0	1	33.0	214.9	91.0	36.53	288.7	97.0	24.54	262.7	64.0	11.82	8.1	2.0	2.19	0.0	0
32	89.0	408.0	4559	0	0	0.0	269.8	94.0	45.87	227.0	125.0	19.3	212.2	135.0	9.55	4.7	6.0	1.27	1.0	1
30	22.0	408.0	4611	0	1	29.0	151.2	147.0	25.7	203.2	135.0	17.27	296.1	98.0	13.32	11.1	2.0	3.0	2.0	0
32	69.0	415.0	493	0	0	0.0	111.3	110.0	18.92	226.8	107.0	19.28	187.6	66.0	8.44	10.2	12.0	2.75	1.0	0
3	106.0	408.0	3036	0	0	0.0	273.8	120.0	46.55	149.3	104.0	12.69	193.9	127.0	8.73	11.2	3.0	3.02	0.0	0
